4976,64;5474,3;3483,65;1;1;193
4976,64;5474,3;3483,65;2;1;193
4976,64;5474,3;3483,65;3;1;193
4976,64;5474,3;3483,65;4;1;193
4976,64;5474,3;3483,65;5;1;193
4976,64;5474,3;3483,65;6;1;193
4976,64;5474,3;3483,65;7;1;193
4976,64;5474,3;3483,65;8;1;193
4976,64;5474,3;3483,65;9;1;193
4976,64;5474,3;3483,65;10;1;193
4976,64;5474,3;3483,65;11;1;193
4976,64;5474,3;3483,65;12;1;193
4976,64;5474,3;3483,65;13;1;193
4976,64;5474,3;3483,65;14;1;193
4976,64;5474,3;3483,65;15;1;193
4976,64;5474,3;3483,65;16;1;193
4976,64;5474,3;3483,65;17;1;193
4976,64;5474,3;3483,65;18;1;193
4976,64;5474,3;3483,65;19;1;193
4976,64;5474,3;3483,65;20;1;193
4976,64;5474,3;3483,65;21;1;193
4976,64;5474,3;3483,65;22;1;193
4976,64;5474,3;3483,65;23;1;193
4976,64;5474,3;3483,65;24;1;193
4976,64;5474,3;3483,65;25;1;193
4976,64;5474,3;3483,65;26;1;193
4976,64;5474,3;3483,65;27;1;193
4976,64;5474,3;3483,65;28;1;193
4976,64;5474,3;3483,65;29;1;193
4976,64;5474,3;3483,65;30;1;193
4976,64;5474,3;3483,65;31;1;193
4976,64;5474,3;3483,65;32;1;193
4976,64;5474,3;3483,65;33;1;193
4976,64;5474,3;3483,65;34;1;193
4976,64;5474,3;3483,65;35;1;193
4976,64;5474,3;3483,65;36;1;193
4976,64;5474,3;3483,65;37;1;193
4976,64;5474,3;3483,65;38;1;193
4976,64;5474,3;3483,65;39;1;193
4976,64;5474,3;3483,65;40;1;193
4976,64;5474,3;3483,65;41;1;193
4976,64;5474,3;3483,65;42;1;193
4976,64;5474,3;3483,65;43;1;193
4976,64;5474,3;3483,65;44;1;193
4976,64;5474,3;3483,65;45;1;193
4976,64;5474,3;3483,65;46;1;193
4976,64;5474,3;3483,65;47;1;193
4976,64;5474,3;3483,65;48;1;193
4976,64;5474,3;3483,65;49;1;193
4976,64;5474,3;3483,65;50;1;193
4976,64;5474,3;3483,65;51;1;193
4976,64;5474,3;3483,65;52;1;193
4976,64;5474,3;3483,65;53;1;193
4976,64;5474,3;3483,65;54;1;193
4976,64;5474,3;3483,65;55;1;193
4976,64;5474,3;3483,65;56;1;193
4976,64;5474,3;3483,65;57;1;193
4976,64;5474,3;3483,65;58;1;193
4976,64;5474,3;3483,65;59;1;193
4976,64;5474,3;3483,65;60;1;193
4976,64;5474,3;3483,65;61;1;193
4976,64;5474,3;3483,65;62;1;193
4976,64;5474,3;3483,65;63;1;193
4976,64;5474,3;3483,65;64;1;193
4976,64;5474,3;3483,65;65;1;193
4976,64;5474,3;3483,65;66;1;193
4976,64;5474,3;3483,65;67;1;193
4976,64;5474,3;3483,65;68;1;193
4976,64;5474,3;3483,65;69;1;193
4976,64;5474,3;3483,65;70;1;193
4976,64;5474,3;3483,65;71;1;193
4976,64;5474,3;3483,65;72;1;193
4976,64;5474,3;3483,65;73;1;193
4976,64;5474,3;3483,65;74;1;193
4976,64;5474,3;3483,65;75;1;193
4976,64;5474,3;3483,65;76;1;193
4976,64;5474,3;3483,65;77;1;193
4976,64;5474,3;3483,65;78;1;193
4976,64;5474,3;3483,65;79;1;193
4976,64;5474,3;3483,65;80;1;193
4976,64;5474,3;3483,65;81;1;193
4976,64;5474,3;3483,65;82;1;193
4976,64;5474,3;3483,65;83;1;193
4976,64;5474,3;3483,65;84;1;193
4976,64;5474,3;3483,65;85;1;193
4976,64;5474,3;3483,65;86;1;193
4976,64;5474,3;3483,65;87;1;193
4976,64;5474,3;3483,65;88;1;193
4976,64;5474,3;3483,65;89;1;193
4976,64;5474,3;3483,65;90;1;193
4976,64;5474,3;3483,65;91;1;193
4976,64;5474,3;3483,65;92;1;193
4976,64;5474,3;3483,65;93;1;193
4976,64;5474,3;3483,65;94;1;193
4976,64;5474,3;3483,65;95;1;193
4976,64;5474,3;3483,65;96;1;193
4976,64;5474,3;3483,65;97;1;193
4976,64;5474,3;3483,65;98;1;193
4976,64;5474,3;3483,65;99;1;193
4976,64;5474,3;3483,65;100;1;193
4976,64;5474,3;3483,65;101;1;193
4976,64;5474,3;3483,65;102;1;193
4976,64;5474,3;3483,65;103;1;193
4976,64;5474,3;3483,65;104;1;193
4976,64;5474,3;3483,65;105;1;193
4976,64;5474,3;3483,65;106;1;193
4976,64;5474,3;3483,65;107;1;193
4976,64;5474,3;3483,65;108;1;193
4976,64;5474,3;3483,65;109;1;193
4976,64;5474,3;3483,65;110;1;193
4976,64;5474,3;3483,65;111;1;193
4976,64;5474,3;3483,65;112;1;193
4976,64;5474,3;3483,65;113;1;193
4976,64;5474,3;3483,65;114;1;193
4976,64;5474,3;3483,65;115;1;193
4976,64;5474,3;3483,65;116;1;193
4976,64;5474,3;3483,65;117;1;193
4976,64;5474,3;3483,65;118;1;193
4976,64;5474,3;3483,65;119;1;193
4976,64;5474,3;3483,65;120;1;193
4976,64;5474,3;3483,65;121;1;193
4976,64;5474,3;3483,65;122;1;193
4976,64;5474,3;3483,65;123;1;193
4976,64;5474,3;3483,65;124;1;193
4976,64;5474,3;3483,65;125;1;193
4976,64;5474,3;3483,65;126;1;193
4976,64;5474,3;3483,65;127;1;193
4976,64;5474,3;3483,65;128;1;193
4976,64;5474,3;3483,65;129;1;193
4976,64;5474,3;3483,65;130;1;193
4976,64;5474,3;3483,65;131;1;193
4976,64;5474,3;3483,65;132;1;193
4976,64;5474,3;3483,65;133;1;193
4976,64;5474,3;3483,65;134;1;193
4976,64;5474,3;3483,65;135;1;193
4976,64;5474,3;3483,65;136;1;193
4976,64;5474,3;3483,65;137;1;193
4976,64;5474,3;3483,65;138;1;193
4976,64;5474,3;3483,65;139;1;193
4976,64;5474,3;3483,65;140;1;193
4976,64;5474,3;3483,65;141;1;193
4976,64;5474,3;3483,65;142;1;193
4976,64;5474,3;3483,65;143;1;193
4976,64;5474,3;3483,65;144;1;193
4976,64;5474,3;3483,65;145;1;193
4976,64;5474,3;3483,65;146;1;193
4976,64;5474,3;3483,65;147;1;193
4976,64;5474,3;3483,65;148;1;193
4976,64;5474,3;3483,65;149;1;193
